concept,label,comment,identifier,inscheme,no_cloi,no_occ,code,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/vods,VODS,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,2924,2924,vods,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/adres,Adres,,http://vocab.getty.edu/aat/300386983,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,2405,2420,adres,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/status,Status,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,2148,2232,status,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/beroep,Beroep,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,850,850,beroep,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/uithangbord,Uithangbord,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,748,749,uithangbord,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/oai-dc,oad-dc,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,28,28,oai-dc,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/tento,Tentoonstelling,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,3,3,tento,
https://data.antwerp.be/id/term/brocade-authorities/scope-ty/veiling,Veiling,,,https://data.antwerp.be/id/term/brocade-authorities/scope-ty,1,1,veiling,
https://data.antwerp.be/id/term/brocade-authorities/lg/n,Nederlands,,,https://data.antwerp.be/id/term/brocade-authorities/ta,673002,680074,n,
https://data.antwerp.be/id/term/brocade-authorities/lg/e,Engels,,,https://data.antwerp.be/id/term/brocade-authorities/ta,510585,510585,e,
https://data.antwerp.be/id/term/brocade-authorities/lg/f,Frans,,,https://data.antwerp.be/id/term/brocade-authorities/ta,471042,471045,f,
https://data.antwerp.be/id/term/brocade-authorities/lg/u,Niet gedefinieerd,,,https://data.antwerp.be/id/term/brocade-authorities/ta,2115,3594,u,
https://data.antwerp.be/id/term/brocade-authorities/ty/p,Persoonsnaam,,,https://data.antwerp.be/id/term/brocade-authorities/ty,234560,234560,p,
https://data.antwerp.be/id/term/brocade-authorities/ty/i,Instellingen/Organisaties,,,https://data.antwerp.be/id/term/brocade-authorities/ty,96676,96676,i,
https://data.antwerp.be/id/term/brocade-authorities/ty/aat,Art & Architecture Thesaurus,,,https://data.antwerp.be/id/term/brocade-authorities/ty,45693,45693,aat,
https://data.antwerp.be/id/term/brocade-authorities/ty/tw,Trefwoorden,,,https://data.antwerp.be/id/term/brocade-authorities/ty,16326,16326,tw,
https://data.antwerp.be/id/term/brocade-authorities/ty/e,Manifestatie,,,https://data.antwerp.be/id/term/brocade-authorities/ty,11042,11042,e,
https://data.antwerp.be/id/term/brocade-authorities/ty/art,Kunstwerk (KMSKA),,http://vocab.getty.edu/aat/300133025,https://data.antwerp.be/id/term/brocade-authorities/ty,8979,8979,art,
https://data.antwerp.be/id/term/brocade-authorities/ty/iu,Uitgevers (oude drukken),,,https://data.antwerp.be/id/term/brocade-authorities/ty,8711,8711,iu,
https://data.antwerp.be/id/term/brocade-authorities/ty/g,Geografische termen,,,https://data.antwerp.be/id/term/brocade-authorities/ty,7966,7966,g,
https://data.antwerp.be/id/term/brocade-authorities/ty/rub,Kunstwerk (Rubenianum),,,https://data.antwerp.be/id/term/brocade-authorities/ty,6319,6319,rub,
https://data.antwerp.be/id/term/brocade-authorities/ty/bez,Bezetting,,,https://data.antwerp.be/id/term/brocade-authorities/ty,5005,5005,bez,
https://data.antwerp.be/id/term/brocade-authorities/ty/sat,Trefwoorden Stadsarchief Turnhout,,,https://data.antwerp.be/id/term/brocade-authorities/ty,4808,4808,sat,
https://data.antwerp.be/id/term/brocade-authorities/ty/vods,Vlaamse Onderzoeksdiscipline Standaard,https://www.ecoom.be/nodes/semantischecommunity/nl,,https://data.antwerp.be/id/term/brocade-authorities/ty,2924,2924,vods,
https://data.antwerp.be/id/term/brocade-authorities/ty/uct,UCT,,,https://data.antwerp.be/id/term/brocade-authorities/ty,2428,2428,uct,
https://data.antwerp.be/id/term/brocade-authorities/ty/vt,Vrouwenthesaurus,,,https://data.antwerp.be/id/term/brocade-authorities/ty,2095,2095,vt,
https://data.antwerp.be/id/term/brocade-authorities/ty/mid,Kunstwerk (Middelheimmuseum),,,https://data.antwerp.be/id/term/brocade-authorities/ty,1313,1313,mid,
https://data.antwerp.be/id/term/brocade-authorities/ty/u,Onderwerpen (UDC),,,https://data.antwerp.be/id/term/brocade-authorities/ty,968,968,u,
https://data.antwerp.be/id/term/brocade-authorities/ty/t,Titels,,,https://data.antwerp.be/id/term/brocade-authorities/ty,818,818,t,
https://data.antwerp.be/id/term/brocade-authorities/ty/datw,Trefwoorden - DocAtlas,,,https://data.antwerp.be/id/term/brocade-authorities/ty,778,778,datw,
https://data.antwerp.be/id/term/brocade-authorities/ty/darub,Rubrieksindeling,,,https://data.antwerp.be/id/term/brocade-authorities/ty,552,552,darub,
https://data.antwerp.be/id/term/brocade-authorities/ty/cat,Categorie (Eubelius),,,https://data.antwerp.be/id/term/brocade-authorities/ty,245,245,cat,
https://data.antwerp.be/id/term/brocade-authorities/ty/pt,Publicatietype,,,https://data.antwerp.be/id/term/brocade-authorities/ty,205,205,pt,
https://data.antwerp.be/id/term/brocade-authorities/ty/aw,Selectiecriteria: aanwinstenl./stat./sdi...,,,https://data.antwerp.be/id/term/brocade-authorities/ty,188,188,aw,
https://data.antwerp.be/id/term/brocade-authorities/ty/dapt,Publicatietypes - DocAtlas,,,https://data.antwerp.be/id/term/brocade-authorities/ty,93,93,dapt,
https://data.antwerp.be/id/term/brocade-authorities/ty/irc,Collecties,,,https://data.antwerp.be/id/term/brocade-authorities/ty,89,89,irc,
https://data.antwerp.be/id/term/brocade-authorities/ty/sow,Onderwerpen,,,https://data.antwerp.be/id/term/brocade-authorities/ty,86,86,sow,
https://data.antwerp.be/id/term/brocade-authorities/ty/z,ZIZO,,,https://data.antwerp.be/id/term/brocade-authorities/ty,77,77,z,
https://data.antwerp.be/id/term/brocade-authorities/ty/bnc,Type krant,,,https://data.antwerp.be/id/term/brocade-authorities/ty,63,63,bnc,
https://data.antwerp.be/id/term/brocade-authorities/ty/h,Historische perioden,,,https://data.antwerp.be/id/term/brocade-authorities/ty,63,63,h,
https://data.antwerp.be/id/term/brocade-authorities/ty/sty,Typografie,,,https://data.antwerp.be/id/term/brocade-authorities/ty,44,44,sty,
https://data.antwerp.be/id/term/brocade-authorities/ty/ts,Toonsoort,,,https://data.antwerp.be/id/term/brocade-authorities/ty,44,44,ts,
https://data.antwerp.be/id/term/brocade-authorities/ty/vlb,Genres Vlaamse Liederenbank,,,https://data.antwerp.be/id/term/brocade-authorities/ty,36,36,vlb,
https://data.antwerp.be/id/term/brocade-authorities/ty/spt,Publicatietype (STCV),,,https://data.antwerp.be/id/term/brocade-authorities/ty,25,25,spt,
https://data.antwerp.be/id/term/brocade-authorities/ty/dacol,Collectie-onderdelen - DocAtlas,,,https://data.antwerp.be/id/term/brocade-authorities/ty,11,11,dacol,
https://data.antwerp.be/id/term/brocade-authorities/ty/dg,Doelgroepen docAtlas,,,https://data.antwerp.be/id/term/brocade-authorities/ty,10,10,dg,
https://data.antwerp.be/id/term/brocade-authorities/ty/spa,Paratekst,,,https://data.antwerp.be/id/term/brocade-authorities/ty,6,6,spa,
https://data.antwerp.be/id/term/brocade-catalog/co-ty/normal,,,,https://data.antwerp.be/id/term/brocade-catalog/co-ty,688057,690787,normal,
https://data.antwerp.be/id/term/brocade-catalog/co-ty/oblong,,,,https://data.antwerp.be/id/term/brocade-catalog/co-ty,348,348,oblong,
https://data.antwerp.be/id/term/brocade-catalog/dr/paper,Papier,,http://vocab.getty.edu/aat/300014109,https://data.antwerp.be/id/term/brocade-catalog/dr,959761,959761,paper,
https://data.antwerp.be/id/term/brocade-catalog/dr/url,Internet/Intranet,,http://vocab.getty.edu/aat/300265429,https://data.antwerp.be/id/term/brocade-catalog/dr,50168,50168,url,
https://data.antwerp.be/id/term/brocade-catalog/dr/micro,Microvorm,,http://vocab.getty.edu/aat/300028591,https://data.antwerp.be/id/term/brocade-catalog/dr,1106,1106,micro,
https://data.antwerp.be/id/term/brocade-catalog/dr/cd,Compact disc,,http://vocab.getty.edu/aat/300028673,https://data.antwerp.be/id/term/brocade-catalog/dr,832,832,cd,
https://data.antwerp.be/id/term/brocade-catalog/dr/cdrom,Cd-rom,,http://vocab.getty.edu/aat/300196583,https://data.antwerp.be/id/term/brocade-catalog/dr,684,684,cdrom,
https://data.antwerp.be/id/term/brocade-catalog/dr/dvd-video,Dvd-video,,http://vocab.getty.edu/aat/300264677,https://data.antwerp.be/id/term/brocade-catalog/dr,522,522,dvd-video,
https://data.antwerp.be/id/term/brocade-catalog/dr/realia,Realia,,http://vocab.getty.edu/aat/300265419,https://data.antwerp.be/id/term/brocade-catalog/dr,264,264,realia,
https://data.antwerp.be/id/term/brocade-catalog/dr/gp,Grammofoonplaat,,http://vocab.getty.edu/aat/300028643,https://data.antwerp.be/id/term/brocade-catalog/dr,229,229,gp,
https://data.antwerp.be/id/term/brocade-catalog/dr/perkament,Perkament,,http://vocab.getty.edu/aat/300011851,https://data.antwerp.be/id/term/brocade-catalog/dr,143,143,perkament,
https://data.antwerp.be/id/term/brocade-catalog/dr/video,Videocassette,,http://vocab.getty.edu/aat/300028692,https://data.antwerp.be/id/term/brocade-catalog/dr,74,74,video,
https://data.antwerp.be/id/term/brocade-catalog/dr/dvd-rom,Dvd-rom,,http://vocab.getty.edu/aat/300435463,https://data.antwerp.be/id/term/brocade-catalog/dr,72,72,dvd-rom,
https://data.antwerp.be/id/term/brocade-catalog/dr/cas,Audiocassette,,http://vocab.getty.edu/aat/300028661,https://data.antwerp.be/id/term/brocade-catalog/dr,70,70,cas,
https://data.antwerp.be/id/term/brocade-catalog/dr/dvd,Dvd,,http://vocab.getty.edu/aat/300264677,https://data.antwerp.be/id/term/brocade-catalog/dr,59,59,dvd,
https://data.antwerp.be/id/term/brocade-catalog/dr/disk,Diskette, USB-stick,,http://vocab.getty.edu/aat/300404359,https://data.antwerp.be/id/term/brocade-catalog/dr,30,30,disk,
https://data.antwerp.be/id/term/brocade-catalog/dr/dia,Dia,,http://vocab.getty.edu/aat/300128371,https://data.antwerp.be/id/term/brocade-catalog/dr,6,6,dia,
https://data.antwerp.be/id/term/brocade-catalog/dr/dvd-audio,Dvd-audio,,http://vocab.getty.edu/aat/300264677,https://data.antwerp.be/id/term/brocade-catalog/dr,6,6,dvd-audio,
https://data.antwerp.be/id/term/brocade-catalog/dr/bd,Blu-ray disc,,http://vocab.getty.edu/aat/300443549,https://data.antwerp.be/id/term/brocade-catalog/dr,4,4,bd,
https://data.antwerp.be/id/term/brocade-catalog/dr/mb,Magneetband,,http://vocab.getty.edu/aat/300028558,https://data.antwerp.be/id/term/brocade-catalog/dr,2,2,mb,
https://data.antwerp.be/id/term/brocade-catalog/dr/mm,Multimedia,,http://vocab.getty.edu/aat/300047910,https://data.antwerp.be/id/term/brocade-catalog/dr,2,2,mm,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/-,niet gedefinieerd,,,https://data.antwerp.be/id/term/brocade-catalog/fm,19811,21451,fm/-,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/octavo,octavo,,,https://data.antwerp.be/id/term/brocade-catalog/fm,12391,12428,fm/octavo,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/quarto,quarto,,,https://data.antwerp.be/id/term/brocade-catalog/fm,9008,9045,fm/quarto,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/folio,folio,,,https://data.antwerp.be/id/term/brocade-catalog/fm,5357,5371,fm/folio,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/duodecimo,duodecimo,,,https://data.antwerp.be/id/term/brocade-catalog/fm,4268,4287,fm/duodecimo,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/plano,plano,,,https://data.antwerp.be/id/term/brocade-catalog/fm,3735,3735,fm/plano,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/sextodecimo,sextodecimo,,,https://data.antwerp.be/id/term/brocade-catalog/fm,1115,1115,fm/sextodecimo,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/vicesimoquarto,vicesimoquarto,,,https://data.antwerp.be/id/term/brocade-catalog/fm,576,577,fm/vicesimoquarto,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/octodecimo,octodecimo,,,https://data.antwerp.be/id/term/brocade-catalog/fm,80,80,fm/octodecimo,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/tricesimosecundo,tricesimosecundo,,,https://data.antwerp.be/id/term/brocade-catalog/fm,53,53,fm/tricesimosecundo,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/sexagesimoquarto,sexagesimoquarto,,,https://data.antwerp.be/id/term/brocade-catalog/fm,9,9,fm/sexagesimoquarto,
https://data.antwerp.be/id/term/brocade-catalog/co-fm/kwarto,kwarto,,,https://data.antwerp.be/id/term/brocade-catalog/fm,1,1,fm/kwarto,
https://data.antwerp.be/id/term/brocade-catalog/fu/aut,Primaire auteur,,http://vocab.getty.edu/aat/300025492,https://data.antwerp.be/id/term/brocade-catalog/fu,775657,958651,aut,
https://data.antwerp.be/id/term/brocade-catalog/fu/pbl,Uitgever,,http://vocab.getty.edu/aat/300025574,https://data.antwerp.be/id/term/brocade-catalog/fu,849555,849915,pbl,
https://data.antwerp.be/id/term/brocade-catalog/fu/edt,Editor,,http://vocab.getty.edu/aat/300025526,https://data.antwerp.be/id/term/brocade-catalog/fu,73403,104202,edt,
https://data.antwerp.be/id/term/brocade-catalog/fu/ctb,Medewerker,,,https://data.antwerp.be/id/term/brocade-catalog/fu,38685,53420,ctb,
https://data.antwerp.be/id/term/brocade-catalog/fu/ill,Illustrator,,http://vocab.getty.edu/aat/300025123,https://data.antwerp.be/id/term/brocade-catalog/fu,47105,50793,ill,
https://data.antwerp.be/id/term/brocade-catalog/fu/trl,Vertaler,,http://vocab.getty.edu/aat/300025601,https://data.antwerp.be/id/term/brocade-catalog/fu,46328,48738,trl,
https://data.antwerp.be/id/term/brocade-catalog/fu/zxx,"niet gedefinieerd, conversies",,,https://data.antwerp.be/id/term/brocade-catalog/fu,13960,33046,zxx,
https://data.antwerp.be/id/term/brocade-catalog/fu/und,niet gedefinieerd,,,https://data.antwerp.be/id/term/brocade-catalog/fu,22924,24739,und,
https://data.antwerp.be/id/term/brocade-catalog/fu/zyy,niet gedefinieerd,,,https://data.antwerp.be/id/term/brocade-catalog/fu,17307,17367,zyy,
https://data.antwerp.be/id/term/brocade-catalog/fu/com,Compilator,,http://vocab.getty.edu/aat/300404848,https://data.antwerp.be/id/term/brocade-catalog/fu,9731,11188,com,
https://data.antwerp.be/id/term/brocade-catalog/fu/aui,auteur van inleiding, voorwoord, enz.,,http://vocab.getty.edu/aat/300055032,https://data.antwerp.be/id/term/brocade-catalog/fu,9529,10733,aui,
https://data.antwerp.be/id/term/brocade-catalog/fu/hnr,gehuldigde,,,https://data.antwerp.be/id/term/brocade-catalog/fu,7752,8154,hnr,
https://data.antwerp.be/id/term/brocade-catalog/fu/adp,Bewerker,,http://vocab.getty.edu/aat/300410355,https://data.antwerp.be/id/term/brocade-catalog/fu,6842,7131,adp,
https://data.antwerp.be/id/term/brocade-catalog/fu/cmp,componist,,http://vocab.getty.edu/aat/300025671,https://data.antwerp.be/id/term/brocade-catalog/fu,3666,4083,cmp,
https://data.antwerp.be/id/term/brocade-catalog/fu/pht,fotograaf,,http://vocab.getty.edu/aat/300025687,https://data.antwerp.be/id/term/brocade-catalog/fu,3047,3741,pht,
https://data.antwerp.be/id/term/brocade-catalog/fu/exp,expert,,http://vocab.getty.edu/aat/300155533,https://data.antwerp.be/id/term/brocade-catalog/fu,2447,3347,exp,
https://data.antwerp.be/id/term/brocade-catalog/fu/auc,veilingmeester,,http://vocab.getty.edu/aat/300025208,https://data.antwerp.be/id/term/brocade-catalog/fu,2643,3333,auc,
https://data.antwerp.be/id/term/brocade-catalog/fu/prt,... boekdrukker,,http://vocab.getty.edu/aat/300025732,https://data.antwerp.be/id/term/brocade-catalog/fu,832,851,prt,
https://data.antwerp.be/id/term/brocade-catalog/fu/aft,auteur van nawoord, colofon, enz.,,http://vocab.getty.edu/aat/300028710,https://data.antwerp.be/id/term/brocade-catalog/fu,802,831,aft,
https://data.antwerp.be/id/term/brocade-catalog/fu/prtb,gedrukt bij,,http://vocab.getty.edu/aat/300025732,https://data.antwerp.be/id/term/brocade-catalog/fu,684,701,prtb,
https://data.antwerp.be/id/term/brocade-catalog/fu/dub,Twijfelachtige auteur,,,https://data.antwerp.be/id/term/brocade-catalog/fu,534,551,dub,
https://data.antwerp.be/id/term/brocade-catalog/fu/drt,regisseur,,,https://data.antwerp.be/id/term/brocade-catalog/fu,410,495,drt,
https://data.antwerp.be/id/term/brocade-catalog/fu/mus,Musicus,,http://vocab.getty.edu/aat/300025666,https://data.antwerp.be/id/term/brocade-catalog/fu,456,473,mus,
https://data.antwerp.be/id/term/brocade-catalog/fu/bslb,te koop bij,,http://vocab.getty.edu/aat/300025244,https://data.antwerp.be/id/term/brocade-catalog/fu,308,346,bslb,
https://data.antwerp.be/id/term/brocade-catalog/fu/bsl,... Boekverkoper,,http://vocab.getty.edu/aat/300025244,https://data.antwerp.be/id/term/brocade-catalog/fu,256,315,bsl,
https://data.antwerp.be/id/term/brocade-catalog/fu/nrt,verteller,,,https://data.antwerp.be/id/term/brocade-catalog/fu,201,233,nrt,
https://data.antwerp.be/id/term/brocade-catalog/fu/prtf,gedrukt voor,,,https://data.antwerp.be/id/term/brocade-catalog/fu,225,228,prtf,
https://data.antwerp.be/id/term/brocade-catalog/fu/sng,zanger,,http://vocab.getty.edu/aat/300025684,https://data.antwerp.be/id/term/brocade-catalog/fu,185,217,sng,
https://data.antwerp.be/id/term/brocade-catalog/fu/lbt,librettist,,http://vocab.getty.edu/aat/300025674,https://data.antwerp.be/id/term/brocade-catalog/fu,141,175,lbt,
https://data.antwerp.be/id/term/brocade-catalog/fu/sce,scenarioschrijver,,http://vocab.getty.edu/aat/300025515,https://data.antwerp.be/id/term/brocade-catalog/fu,139,152,sce,
https://data.antwerp.be/id/term/brocade-catalog/fu/art,kunstenaar,,,https://data.antwerp.be/id/term/brocade-catalog/fu,85,92,art,
https://data.antwerp.be/id/term/brocade-catalog/fu/pro,producent,,,https://data.antwerp.be/id/term/brocade-catalog/fu,60,71,pro,
https://data.antwerp.be/id/term/brocade-catalog/fu/cnd,dirigent,,http://vocab.getty.edu/aat/300025672,https://data.antwerp.be/id/term/brocade-catalog/fu,42,63,cnd,
https://data.antwerp.be/id/term/brocade-catalog/fu/bkd,boekontwerper,,,https://data.antwerp.be/id/term/brocade-catalog/fu,44,46,bkd,
https://data.antwerp.be/id/term/brocade-catalog/fu/scr,scribent,,http://vocab.getty.edu/aat/300025580,https://data.antwerp.be/id/term/brocade-catalog/fu,32,36,scr,
https://data.antwerp.be/id/term/brocade-catalog/fu/ths,Promotor,,,https://data.antwerp.be/id/term/brocade-catalog/fu,16,16,ths,
https://data.antwerp.be/id/term/brocade-catalog/fu/act,acteur,,http://vocab.getty.edu/aat/300025658,https://data.antwerp.be/id/term/brocade-catalog/fu,8,12,act,
https://data.antwerp.be/id/term/brocade-catalog/fu/ivr,interviewer,,http://vocab.getty.edu/aat/300440748,https://data.antwerp.be/id/term/brocade-catalog/fu,9,9,ivr,
https://data.antwerp.be/id/term/brocade-catalog/fu/zpi,piano,,,https://data.antwerp.be/id/term/brocade-catalog/fu,8,8,zpi,
https://data.antwerp.be/id/term/brocade-catalog/fu/zrc,recitant,,,https://data.antwerp.be/id/term/brocade-catalog/fu,4,7,zrc,
https://data.antwerp.be/id/term/brocade-catalog/fu/zdf,dwarsfluit,,,https://data.antwerp.be/id/term/brocade-catalog/fu,4,6,zdf,
